filename,recID,date,time,treatment,id,tank#no,frame#,IN/OUT(1/-1),info,note,Erroneous
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,7328,-1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,10254,-1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,147,20,3773,1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,147,20,4574,-1,,,
rec0135_doorchoice_20220901_122223.24248657,135,01/09/22,122223,with_food,150,23,6410,1,,,
rec0135_doorchoice_20220901_122223.24248657,135,01/09/22,122223,with_food,150,23,7580,-1,,,
rec0136_doorchoice_20220901_122223.24248658,136,01/09/22,122223,with_food,159,15,4252,1,,,
rec0136_doorchoice_20220901_122223.24248658,136,01/09/22,122223,with_food,159,15,8124,1,,,
rec0136_doorchoice_20220901_122223.24248658,136,01/09/22,122223,with_food,159,15,7464,-1,,,
rec0136_doorchoice_20220901_122223.24248658,136,01/09/22,122223,with_food,159,15,10079,-1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,2822,1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,4893,1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,6804,1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,8203,1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,4434,-1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,6011,-1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,7717,-1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,147,20,9663,-1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,160,18,6468,1,,,
rec0137_doorchoice_20220901_122223.24248661,137,01/09/22,122223,with_food,160,18,10083,-1,,,
rec0138_doorchoice_20220901_150111.24248657,138,01/09/22,150111,with_food,,,,,,,
rec0139_doorchoice_20220901_150111.24248658,139,01/09/22,150111,with_food,159,15,4313,1,,,
rec0139_doorchoice_20220901_150111.24248658,139,01/09/22,150111,with_food,159,15,9495,-1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,1090,1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,2109,1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,5081,1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,8499,1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,1687,-1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,4543,-1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,7337,-1,,,
rec0140_doorchoice_20220901_150111.24248661,140,01/09/22,150111,with_food,147,20,8675,-1,,,
rec0141_doorchoice_20220901_161633.24248657,141,01/09/22,161633,with_food,,,,,,,
rec0142_doorchoice_20220901_161633.24248658,142,01/09/22,161633,with_food,159,15,3494,1,,,
rec0142_doorchoice_20220901_161633.24248658,142,01/09/22,161633,with_food,159,15,9624,1,,,
rec0142_doorchoice_20220901_161633.24248658,142,01/09/22,161633,with_food,159,15,7119,-1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,149,17,7508,1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,889,1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,3591,1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,5073,1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,3036,-1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,4691,-1,,,
rec0143_doorchoice_20220901_161633.24248661,143,01/09/22,161633,with_food,147,20,8065,-1,,,
