filename,recID,date,time,treatment,id,tank#no,frame#,IN/OUT(1/-1),info,note,Erroneous
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,9995,1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,3529,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,4418,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,5126,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,5581,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,6369,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,9165,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,92,20,10136,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,720,1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,2854,1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,3133,1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,6399,1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,1070,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,3081,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,4017,-1,,,
rec0095_doorchoice_20220811_162752.24248661,95,08/11/22,162752,with_food,83,19,7772,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,2016,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,3208,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,5180,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,6172,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,8227,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,2986,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,4604,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,5326,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,7448,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,140,22,9535,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,696,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,1008,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,2741,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,7378,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,9953,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,10644,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,891,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,2272,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,7155,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,8215,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,139,21,10585,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,127,24,1549,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,127,24,6829,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,127,24,10074,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,1300,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,2893,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,4479,1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,1706,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,3351,-1,,,
rec0096_doorchoice_20220829_103845.24248657,96,08/29/22,103845,without_food,137,23,7099,-1,,,
rec0097_doorchoice_20220829_103845.24248658,97,08/29/22,103845,without_food,123,16,2060,1,,,
rec0097_doorchoice_20220829_103845.24248658,97,08/29/22,103845,without_food,123,16,8288,1,,,
rec0097_doorchoice_20220829_103845.24248658,97,08/29/22,103845,without_food,123,16,6537,-1,,,
rec0097_doorchoice_20220829_103845.24248658,97,08/29/22,103845,without_food,123,16,10077,-1,,,
rec0097_doorchoice_20220829_103845.24248658,97,08/29/22,103845,without_food,128,15,8330,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,2909,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,5618,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,7492,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,9846,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,5048,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,6699,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,124,17,9338,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,138,18,4494,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,138,18,8131,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,138,18,1466,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,138,18,5876,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,126,20,7708,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,126,20,9860,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,125,19,3831,1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,125,19,2755,-1,,,
rec0098_doorchoice_20220829_103845.24248661,98,08/29/22,103845,without_food,125,19,5492,-1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,140,22,6628,1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,139,21,6604,,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,139,21,9984,,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,139,21,5268,,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,139,21,9488,,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,139,21,10612,,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,1888,1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,6118,1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,8339,1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,5506,-1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,6569,-1,,,
rec0099_doorchoice_20220829_122434.24248657,99,08/29/22,122434,with_food,137,23,10595,-1,,,
rec0100_doorchoice_20220829_122434.24248658,100,08/29/22,122434,with_food,123,16,3702,1,,,
rec0100_doorchoice_20220829_122434.24248658,100,08/29/22,122434,with_food,123,16,10185,1,,,
rec0100_doorchoice_20220829_122434.24248658,100,08/29/22,122434,with_food,123,16,9261,-1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,124,17,9781,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,138,18,718,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,138,18,1834,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,138,18,1508,-1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,126,20,10304,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,125,19,998,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,125,19,9155,1,,,
rec0101_doorchoice_20220829_122434.24248661,101,08/29/22,122434,with_food,125,19,5597,-1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,140,22,3958,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,140,22,9350,-1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,139,21,1561,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,139,21,10218,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,139,21,9259,-1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,137,23,2371,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,137,23,5717,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,137,23,9871,1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,137,23,5555,-1,,,
rec0102_doorchoice_20220829_150405.24248657,102,08/29/22,150405,with_food,137,23,8275,-1,,,
rec0103_doorchoice_20220829_150405.24248658,103,08/29/22,150405,with_food,123,16,5239,1,,,
rec0103_doorchoice_20220829_150405.24248658,103,08/29/22,150405,with_food,123,16,7826,1,,,
rec0103_doorchoice_20220829_150405.24248658,103,08/29/22,150405,with_food,123,16,7745,-1,,,
rec0103_doorchoice_20220829_150405.24248658,103,08/29/22,150405,with_food,123,16,10235,-1,,,
rec0103_doorchoice_20220829_150405.24248658,103,08/29/22,150405,with_food,128,15,9438,1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,1995,1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,5984,1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,10541,1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,5185,-1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,9318,-1,,,
rec0104_doorchoice_20220829_150405.24248661,104,08/29/22,150405,with_food,125,19,10770,-1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,139,21,2868,1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,139,21,6896,1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,139,21,6821,-1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,139,21,9468,-1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,137,23,482,1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,137,23,2562,1,,,
rec0105_doorchoice_20220829_162100.24248657,105,08/29/22,162100,with_food,137,23,2432,-1,,,
rec0106_doorchoice_20220829_162100.24248658,106,08/29/22,162100,with_food,,,,,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,138,18,1954,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,138,18,10749,-1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,126,20,7459,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,126,20,9487,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,126,20,10434,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,126,20,7961,-1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,126,20,10187,-1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,1486,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,4297,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,5226,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,7478,1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,3488,-1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,4837,-1,,,
rec0107_doorchoice_20220829_162100.24248661,107,08/29/22,162100,with_food,125,19,6432,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,2453,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,3834,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,8833,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,10092,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,2831,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,5609,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,139,21,9725,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,675,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,4456,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,6047,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,7217,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,7966,1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,2725,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,5211,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,7636,-1,,,
rec0108_doorchoice_20220830_102735.24248657,108,30/08/2022,102735,without_food,137,23,8262,-1,,,
rec0109_doorchoice_20220830_102735.24248658,109,30/08/2022,102735,without_food,123,16,1216,1,,,
rec0109_doorchoice_20220830_102735.24248658,109,30/08/2022,102735,without_food,123,16,6999,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,124,17,6589,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,124,17,9264,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,124,17,10739,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,124,17,7905,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,124,17,9460,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,138,18,1865,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,138,18,6479,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,126,20,4965,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,126,20,7450,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,126,20,6976,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,126,20,8430,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,1938,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,6925,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,9981,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,10540,1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,4641,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,8387,-1,,,
rec0110_doorchoice_20220830_102735.24248661,110,30/08/2022,102735,without_food,125,19,10312,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,928,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,2660,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,3008,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,3568,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,4426,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,5005,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,6987,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,8183,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,8698,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,9643,1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,2529,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,2935,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,3537,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,4252,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,4742,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,6682,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,7497,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,8484,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,9136,-1,,,
rec0111_doorchoice_20220830_122555.24248657,111,30/08/2022,122555,with_food,137,23,9837,-1,,,
rec0112_doorchoice_20220830_122555.24248658,112,30/08/2022,122555,with_food,,,,,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,138,18,2192,1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,138,18,4502,1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,138,18,4372,-1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,138,18,7072,-1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,125,19,3029,1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,125,19,7563,1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,125,19,7362,-1,,,
rec0113_doorchoice_20220830_122555.24248661,113,30/08/2022,122555,with_food,125,19,8535,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,140,22,1896,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,140,22,3724,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,140,22,8850,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,140,22,2487,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,140,22,7055,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,139,21,1239,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,1101,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,7237,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,8145,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,9052,1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,6959,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,7342,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,8930,-1,,,
rec0114_doorchoice_20220830_145938.24248657,114,30/08/2022,145938,with_food,137,22,9924,-1,,,
rec0115_doorchoice_20220830_145938.24248658,115,30/08/2022,145938,with_food,,,,,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,1190,1,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,5797,1,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,7643,1,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,5343,-1,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,6322,-1,,,
rec0116_doorchoice_20220830_145938.24248661,116,30/08/2022,145938,with_food,125,19,7685,-1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,599,1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,2744,1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,4138,1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,7960,1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,9737,1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,2612,-1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,3636,-1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,7567,-1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,9201,-1,,,
rec0117_doorchoice_20220830_161719.24248657,117,30/08/2022,161719,with_food,137,23,10341,-1,,,
rec0118_doorchoice_20220830_161719.24248658,118,30/08/2022,161719,with_food,,,,,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,138,18,3386,1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,138,18,5514,1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,138,18,6203,1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,138,18,5180,-1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,138,18,6155,-1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,125,19,1901,1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,125,19,2535,1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,125,19,2293,-1,,,
rec0119_doorchoice_20220830_161719.24248661,119,30/08/2022,161719,with_food,125,19,6175,-1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,2121,1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,3409,1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,4261,1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,6489,1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,2696,-1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,4253,-1,,,
rec0120_doorchoice_20220831_110441.24248657,120,31/08/2022,110441,without_food,151,21,5012,-1,,,
rec0121_doorchoice_20220831_110441.24248658,121,31/08/2022,110441,without_food,152,13,2962,1,,,
rec0121_doorchoice_20220831_110441.24248658,121,31/08/2022,110441,without_food,148,14,8358,-1,,,
rec0122_doorchoice_20220831_110441.24248661,122,31/08/2022,110441,without_food,149,17,10447,1,,,
rec0122_doorchoice_20220831_110441.24248661,122,31/08/2022,110441,without_food,160,18,5230,1,,,
rec0122_doorchoice_20220831_110441.24248661,122,31/08/2022,110441,without_food,147,20,9967,1,,,
rec0123_doorchoice_20220831_122700.24248657,123,31/08/2022,122700,with_food,150,23,7015,1,,,
rec0123_doorchoice_20220831_122700.24248657,123,31/08/2022,122700,with_food,150,23,10580,1,,,
rec0123_doorchoice_20220831_122700.24248657,123,31/08/2022,122700,with_food,150,23,9872,-1,,,
rec0124_doorchoice_20220831_122700.24248658,124,31/08/2022,122700,with_food,159,15,2613,1,,,
rec0124_doorchoice_20220831_122700.24248658,124,31/08/2022,122700,with_food,159,15,8281,1,,,
rec0124_doorchoice_20220831_122700.24248658,124,31/08/2022,122700,with_food,159,15,6138,-1,,,
rec0125_doorchoice_20220831_122700.24248661,125,31/08/2022,122700,with_food,,,,,,,
rec0126_doorchoice_20220831_150047.24248657,126,31/08/2022,150047,with_food,150,23,5434,1,,,
rec0127_doorchoice_20220831_150047.24248658,127,31/08/2022,150047,with_food,159,15,5204,1,,,
rec0128_doorchoice_20220831_150047.24248661,128,31/08/2022,150047,with_food,147,20,1535,1,,,
rec0128_doorchoice_20220831_150047.24248661,128,31/08/2022,150047,with_food,147,20,4941,1,,,
rec0128_doorchoice_20220831_150047.24248661,128,31/08/2022,150047,with_food,147,20,7885,1,,,
rec0128_doorchoice_20220831_150047.24248661,128,31/08/2022,150047,with_food,147,20,4386,-1,,,
rec0128_doorchoice_20220831_150047.24248661,128,31/08/2022,150047,with_food,147,20,5923,-1,,,
rec0129_doorchoice_20220831_161730.24248657,129,31/08/2022,161730,with_food,,,,,,,
rec0130_doorchoice_20220831_161730.24248658,130,31/08/2022,161730,with_food,152,13,7494,1,,,
rec0130_doorchoice_20220831_161730.24248658,130,31/08/2022,161730,with_food,159,15,9697,1,,,
rec0131_doorchoice_20220831_161730.24248661,131,31/08/2022,161730,with_food,147,20,1833,1,,,
rec0131_doorchoice_20220831_161730.24248661,131,31/08/2022,161730,with_food,147,20,4184,1,,,
rec0131_doorchoice_20220831_161730.24248661,131,31/08/2022,161730,with_food,147,20,3793,-1,,,
rec0131_doorchoice_20220831_161730.24248661,131,31/08/2022,161730,with_food,147,20,4425,-1,,,
rec0132_doorchoice_20220901_104119.24248657,132,01/09/22,104119,without_food,150,23,4164,1,,,
rec0132_doorchoice_20220901_104119.24248657,132,01/09/22,104119,without_food,150,23,4593,-1,,,
rec0133_doorchoice_20220901_104119.24248658,133,01/09/22,104119,without_food,,,,,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,149,17,7226,1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,2756,1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,5790,1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,8126,1,,,
rec0134_doorchoice_20220901_104119.24248661,134,01/09/22,104119,without_food,160,18,4612,-1,,,
