filename,recID,date,time,treatment,group_id,door_color,frame#,IN/OUT(1/-1),info,note
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,R,27377,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,G,27728,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,G,27785,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,R,27807,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,R,27837,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,R,28577,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,B,28836,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,B,29321,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,Y,29506,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,G,30006,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,G,30045,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,G,30159,-1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,B,30399,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,B,30498,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,R,30671,1,,without_door
rec_0022_group_task_groupid_020_treatment_ccdd_20220819_111445,22,20220819,111445,ccdd,20,Y,31617,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,4399,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,4423,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,6024,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,6065,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,10682,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,10709,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,10731,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,10740,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,12615,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,12699,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,12747,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,12928,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,13033,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,13053,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,13074,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,13097,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15309,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15330,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15349,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15376,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15665,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,15710,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,16261,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,16302,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,16339,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,16365,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,24633,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,27763,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,28175,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,B,28310,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,28768,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,28788,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,28805,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,28809,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,29322,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,29333,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,29346,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,R,29357,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,29885,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,29907,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,29945,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,29960,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,30793,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,30823,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,31016,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,31029,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,31147,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,31161,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,31184,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,G,31213,1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,31445,-1,,without_door
rec_0023_group_task_groupid_019_treatment_cccc_20220819_115510,23,20220819,115510,cccc,19,Y,31458,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,2548,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133347,24,20220819,133346,nnnn,24,G,2591,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133348,24,20220819,133346,nnnn,24,G,2625,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133349,24,20220819,133346,nnnn,24,G,2663,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133350,24,20220819,133346,nnnn,24,G,3325,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133351,24,20220819,133346,nnnn,24,G,3438,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133352,24,20220819,133346,nnnn,24,G,3502,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133353,24,20220819,133346,nnnn,24,G,4465,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133354,24,20220819,133346,nnnn,24,G,4650,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133355,24,20220819,133346,nnnn,24,G,4755,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133356,24,20220819,133346,nnnn,24,G,5866,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133357,24,20220819,133346,nnnn,24,G,6804,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133358,24,20220819,133346,nnnn,24,Y,6797,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133359,24,20220819,133346,nnnn,24,G,7294,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133360,24,20220819,133346,nnnn,24,G,8099,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133361,24,20220819,133346,nnnn,24,G,8162,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133362,24,20220819,133346,nnnn,24,Y,8420,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133363,24,20220819,133346,nnnn,24,G,8517,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133364,24,20220819,133346,nnnn,24,R,14494,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133365,24,20220819,133346,nnnn,24,R,14511,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133366,24,20220819,133346,nnnn,24,R,14529,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133367,24,20220819,133346,nnnn,24,R,14560,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133368,24,20220819,133346,nnnn,24,R,15382,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133369,24,20220819,133346,nnnn,24,R,15474,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133370,24,20220819,133346,nnnn,24,R,15496,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133371,24,20220819,133346,nnnn,24,R,15506,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,22482,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,22562,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,22588,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,22609,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,25987,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,22943,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,23148,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,24319,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,24350,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,Y,26092,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,23094,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,31412,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,31437,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,31445,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,G,23631,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,18012,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,25502,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,28644,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,28669,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,28970,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,29354,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,30108,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,30134,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,18132,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,26425,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,28884,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,29220,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,29269,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,29471,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,30423,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,R,30513,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,17873,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,21559,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,26528,1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,19636,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,22087,-1,,without_door
rec_0024_group_task_groupid_024_treatment_nnnn_20220819_133346,24,20220819,133346,nnnn,24,B,28023,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29148,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29182,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29733,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29503,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29551,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,G,29984,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11293,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11328,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11346,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11367,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11475,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11504,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11525,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,R,11649,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,1461,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,2839,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,3976,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,6891,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,8585,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,8635,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,17713,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,18299,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,19961,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,22026,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,23321,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,23418,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,25505,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,25559,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,25574,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,25619,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,27438,1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,2519,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,3386,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,5711,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,6975,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,10148,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,10752,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,18103,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,18437,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,20046,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,22079,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,23406,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,23559,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,26160,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,26196,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,26207,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,26238,-1,,without_door
rec_0025_group_task_groupid_021_treatment_dddd_20220819_141116,25,20220819,141116,dddd,21,B,27518,-1,,without_door
rec_0026_group_task_groupid_026_treatment_ccdd_20220831_115937,26,20220831,115937,ccdd,26,B,3707,1,,without_door
rec_0026_group_task_groupid_026_treatment_ccdd_20220831_115937,26,20220831,115937,ccdd,26,B,5482,-1,,without_door
rec_0027_group_task_groupid_028_treatment_nnnn_20220831_123757,27,20220831,123757,nnnn,28,B,2799,1,,without_door
rec_0027_group_task_groupid_028_treatment_nnnn_20220831_123757,27,20220831,123757,nnnn,28,B,7295,1,,without_door
rec_0027_group_task_groupid_028_treatment_nnnn_20220831_123757,27,20220831,123757,nnnn,28,B,7148,-1,,without_door
rec_0027_group_task_groupid_028_treatment_nnnn_20220831_123757,27,20220831,123757,nnnn,28,B,7346,-1,,without_door
rec_0028_group_task_groupid_027_treatment_dddd_20220831_132153,28,20220831,132153,dddd,27,Y,3150,1,,without_door
rec_0028_group_task_groupid_027_treatment_dddd_20220831_132153,28,20220831,132153,dddd,27,Y,3532,-1,,without_door
rec_0028_group_task_groupid_027_treatment_dddd_20220831_132153,28,20220831,132153,dddd,27,R,2537,1,,without_door
rec_0028_group_task_groupid_027_treatment_dddd_20220831_132153,28,20220831,132153,dddd,27,R,2864,-1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,3082,1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,3111,1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,3175,1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,4998,-1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,5049,-1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,5123,-1,,without_door
rec_0029_group_task_groupid_025_treatment_cccc_20220831_140258,29,20220831,140258,cccc,25,B,5175,-1,,without_door
rec_0030_group_task_groupid_030_treatment_dddd_20220831_145402,30,20220831,145402,dddd,30,Y,4650,1,,without_door
rec_0030_group_task_groupid_030_treatment_dddd_20220831_145402,30,20220831,145402,dddd,30,Y,5403,-1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,G,4780,1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,G,4807,1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,G,6081,-1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,G,6102,-1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,10770,1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,11558,1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,27137,1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,10844,-1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,12928,-1,,without_door
rec_0031_group_task_groupid_029_treatment_cccc_20220831_153142,31,20220831,153142,cccc,29,B,27408,-1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,8651,1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,8750,1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,8787,1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,8828,1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,9093,1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,8846,-1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,9501,-1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,10026,-1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,10041,-1,,without_door
rec_0032_group_task_groupid_031_treatment_cccc_20220902_113652,32,20220902,113652,cccc,31,G,10061,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,3810,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,5329,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,6218,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,6628,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,6734,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,5746,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,6473,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,6604,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,7905,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,G,8684,-1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,R,26062,1,,without_door
rec_0033_group_task_groupid_032_treatment_ccdd_20220902_122506,33,20220902,122506,ccdd,32,R,26140,-1,,without_door
rec_0034_group_task_groupid_033_treatment_dddd_20220902_132520,34,20220902,132520,dddd,33,B,2973,1,,without_door
rec_0034_group_task_groupid_033_treatment_dddd_20220902_132520,34,20220902,132520,dddd,33,B,7443,-1,,without_door
rec_0035_group_task_groupid_034_treatment_nnnn_20220902_141119,35,20220902,141119,nnnn,34,R,4269,1,,without_door
rec_0035_group_task_groupid_034_treatment_nnnn_20220902_141119,35,20220902,141119,nnnn,34,R,5205,-1,,without_door
